trial,mean_running_best_rmse,std_running_best_rmse
1,1.720417540126841,0.005840209755982405
2,1.719558556173825,0.00610925605274581
3,1.719393635591973,0.005937753979784701
4,1.719370222236366,0.005925150864083516
5,1.7193615716682407,0.005935970996853971
6,1.719360384775208,0.005935702371309788
7,1.7193603111567446,0.005935665654378954
8,1.7193602580596266,0.005935694932659323
9,1.7193602054620853,0.005935718103176692
10,1.7193601614190501,0.005935739645956287
11,1.7193598283093359,0.0059356217748898175
12,1.7193593891087082,0.005935730512375729
13,1.7193590854977652,0.005935720301191547
14,1.7193589304147687,0.005935588483482778
15,1.7193588402985995,0.005935628195125824
16,1.7193587742649443,0.005935560160372131
17,1.7193587262569165,0.005935548000626174
18,1.719358595140599,0.005935531857547924
19,1.7193585606296968,0.005935538836415155
20,1.7193584942084377,0.0059355418487904935
21,1.7193584942084377,0.0059355418487904935
22,1.7193583879670609,0.005935543728422357
23,1.719358377661373,0.005935548421114439
24,1.7193583212166033,0.005935537294433809
25,1.7193583212166033,0.005935537294433809
26,1.7193583072344714,0.0059355368561939455
27,1.7193581961463014,0.00593552485324092
28,1.7193581908837785,0.005935525637604445
29,1.7193581280455208,0.005935464100612514
30,1.719358085395249,0.005935424571791273
31,1.7193580173290206,0.005935438638635998
32,1.719357993997895,0.005935439685086222
33,1.7193579437427942,0.005935388546277608
34,1.719357930284343,0.005935394803299555
35,1.719357917305414,0.005935398389025824
36,1.7193578991651912,0.00593539577391804
37,1.7193578846643236,0.005935401437711328
38,1.7193578846643236,0.005935401437711328
39,1.7193578480952019,0.005935388852280796
40,1.7193578320125935,0.005935391381820543
41,1.7193578320125935,0.005935391381820543
42,1.7193578252372925,0.005935393158733077
43,1.7193578052797514,0.005935402818213923
44,1.7193578052671195,0.005935402799286111
45,1.7193577764442067,0.005935388848866385
46,1.7193577542003189,0.005935393957218698
47,1.7193577386238905,0.005935403107168468
48,1.719357735322904,0.0059354013283928996
49,1.719357726737358,0.005935411831391855
50,1.719357726737358,0.005935411831391855
