Metric,NestedCV_Mean,NestedCV_Std,CI95_low,CI95_high
R2,0.8194181651385638,0.008037222423334177,0.817192297927904,0.821654990984267
RMSE,1.7181670125823965,0.02347240865087104,1.7115136433615754,1.7246788915651883
MAE,1.4848679504702518,0.02630801652957237,1.47738892822681,1.4921369563980755
MAPE,0.05377213155273416,0.0009702922040661432,0.05349772773144377,0.05403974903070466
