Model,NestedCV_R2_mean,NestedCV_R2_std,NestedCV_R2_CI95_low,NestedCV_R2_CI95_high,NestedCV_RMSE_mean,NestedCV_RMSE_std,NestedCV_RMSE_CI95_low,NestedCV_RMSE_CI95_high,NestedCV_MAE_mean,NestedCV_MAE_std,NestedCV_MAE_CI95_low,NestedCV_MAE_CI95_high,NestedCV_MAPE_mean,NestedCV_MAPE_std,NestedCV_MAPE_CI95_low,NestedCV_MAPE_CI95_high,n_hyperparams,mean_trial_reaching_within_1pct_of_final,median_trial_reaching_within_1pct_of_final,pct_folds_still_improving_in_last_quarter,mean_pct_improvement_in_last_quarter
CatBoost,0.8275375229713511,0.0072245017295946,0.8255378281607951,0.8295161362264516,1.6791677791234614,0.0209619590083265,1.6732720817860232,1.685055617778095,1.4355539944239697,0.0233342879971321,1.42905186921013,1.4420590984337929,0.0520770236863614,0.0008903584010277,0.0518240625275055,0.0523233213780508,5,4.42,3.0,8.0,1.8297361516932256
