Metric,NestedCV_Mean,NestedCV_Std,CI95_low,CI95_high
R2,0.8194183189964065,0.008028358602568541,0.8171950394959109,0.8216521350656686
RMSE,1.7181680251260982,0.02346511305038692,1.7115159303669916,1.7246770270972507
MAE,1.4848176157138462,0.026299820654898744,1.4773425254652686,1.492091470798071
MAPE,0.053771832993764555,0.0009701906620197752,0.05349745158775411,0.054039281911456814
