Metric,NestedCV_Mean,NestedCV_Std,CI95_low,CI95_high
R2,0.8238964578830675,0.007678402363990629,0.8217191307307117,0.8259835878625964
RMSE,1.6967739381352944,0.023950632405098007,1.689877688117839,1.7034563882298237
MAE,1.4448605753557522,0.025124932833886414,1.4378262385799643,1.4519165569922121
MAPE,0.052407363372650666,0.0009809401585851398,0.052131431349267995,0.05268115483526982
