fold,outer_r2,outer_rmse,outer_mae,outer_mape
0,0.8218209741869347,1.7090003303017323,1.458784187028282,0.05288674310655411
1,0.8319814906234997,1.6656235258271765,1.4099880148083777,0.05110972330443481
2,0.8043911374353514,1.7464372774447083,1.497972909565405,0.0544804308560632
3,0.8177754619871708,1.7477838756129895,1.4882911619963417,0.054435175972184176
4,0.8260521840174535,1.69552181264912,1.4331937085097044,0.05154329160090977
5,0.832865179849361,1.644592419480442,1.3951626681029663,0.05039361545605878
6,0.8122441392431694,1.6845531626098622,1.4329561577714198,0.05175749830297865
7,0.8219383702237296,1.6961578563263713,1.439235586854179,0.05194074257840877
8,0.8302457466778098,1.7133087083718994,1.4611493616426288,0.05344882751165423
9,0.8260292859456031,1.7249709714790014,1.4715662609474571,0.05365812960228484
10,0.8213387907637963,1.7236515109045092,1.4747427647804212,0.05330706755220441
11,0.8202863717774,1.6934479257258621,1.4488643188055728,0.05233247154072233
12,0.8206462305714255,1.6864018650087826,1.4390271630417129,0.0522776910310869
13,0.8312582856439628,1.667869449325862,1.4160873533588254,0.0513609865526307
14,0.8355045089825689,1.6697728124641722,1.423500779452998,0.051964841223661226
15,0.8208920680301732,1.678637885142735,1.423099598253969,0.05161737674569893
16,0.8207399105283492,1.7341351854850486,1.4966373900325698,0.054105419621175446
17,0.8232996553605152,1.7150890961662744,1.463074164255314,0.0531477698680108
18,0.8359631843292067,1.6598911671139,1.4184143037909507,0.051326885428332414
19,0.8226438399808416,1.6791828785269907,1.4146936340940475,0.05147141502163659
20,0.8101346618383896,1.7173061208687612,1.4637868443505502,0.052998029049884154
21,0.8326025417292213,1.6745135026885745,1.4151503200449145,0.051405721410208535
22,0.8279062771510819,1.6991948223828617,1.4423218557004405,0.05237414586380351
23,0.832490998038918,1.6941225687857948,1.4501991938535115,0.05250547654198837
24,0.8147957362778796,1.7037144318354798,1.4535600015722692,0.052740937207027355
25,0.8348076622034736,1.6785098152420308,1.420256737282939,0.05096727798220175
26,0.8079780633810132,1.7150944013160472,1.4479754801118374,0.05263761022452141
27,0.8198184529449748,1.6998915012990017,1.468291379203403,0.05313851764619143
28,0.8321952896445813,1.6775304777934403,1.4225410414738762,0.052089566940360786
29,0.8244767349758104,1.7077914128027438,1.4603878948872073,0.052981860827451065
30,0.8251300321553012,1.663175553486684,1.4075906818659485,0.05094346132330701
31,0.8290784948157898,1.6818203772663445,1.4275435588248078,0.051842050738592646
32,0.8248246463170312,1.696199442468612,1.4393740710556864,0.05243877305301092
33,0.8241988669251842,1.6926135160808478,1.4454160118333805,0.05247895123061298
34,0.8228242754248443,1.7244733460010864,1.474823220935567,0.05335910088502204
35,0.8222897450823551,1.7154924556063544,1.4592837613767595,0.052941839769965485
36,0.8295467201641759,1.6669218227805154,1.4194018856696142,0.05131248684036074
37,0.82537539997356,1.7028103221328716,1.447542917592433,0.052813270368370795
38,0.8208471580267602,1.6809916847732878,1.429295873052823,0.051698557349327844
39,0.82359794476762,1.712525076712609,1.463795208525983,0.053009023033150304
40,0.8164766566048631,1.7347602619531115,1.4873440536350535,0.05428614194103976
41,0.8250043174948853,1.6601911812219927,1.4175435859853895,0.05099622275511116
42,0.8250468739243733,1.690107946473325,1.4358110530762478,0.05183192360191345
43,0.8339868749362898,1.684968792141034,1.4371383624942333,0.05244169323611982
44,0.8185808657594001,1.7184551826572803,1.4587618338203796,0.05289385009836122
45,0.8408753039277842,1.657922915024763,1.4035821951586498,0.05068363629334384
46,0.8174416511970365,1.7261384962425235,1.475245774574792,0.05335363370917952
47,0.8297875832764182,1.69897854104696,1.4260146009132104,0.052384906618728806
48,0.8096223489374961,1.713858948795032,1.462736286524434,0.05324776169855729
49,0.8151639000985412,1.712592272917323,1.473871595298117,0.05300563751812775
