trial,mean_running_best_rmse,std_running_best_rmse
1,2.1926833447991005,0.05700402627309877
2,2.169288287204606,0.023198022136510784
3,2.1615983828108147,0.013807782482068683
4,2.1593480657151365,0.01278016181617152
5,2.158341043717733,0.012457177674399926
6,2.1570232644421923,0.012659428349076563
7,2.1551490495425005,0.01305781342910805
8,2.1535414463812814,0.012470111769590784
9,2.1529752972054212,0.012201046566405322
10,2.152428576943086,0.011904148917361718
11,2.1498510068984147,0.010406505179301426
12,2.1486847437316055,0.009672171222243035
13,2.148389456851732,0.009566750048392084
14,2.1476615993748833,0.00916498261177039
15,2.1472377155121753,0.00914024098790924
16,2.1466716054928274,0.00902060128629298
17,2.146406660635801,0.009267860046700547
18,2.146072539381988,0.00911495599743024
19,2.1459915657708915,0.009177900720928672
20,2.1459439699269525,0.009178288833195164
21,2.145859343850164,0.00924447660576068
22,2.1457223619063526,0.00919027359931453
23,2.1455721505146954,0.009165483076501424
24,2.1454349317711423,0.009107252175329743
25,2.1453769455282403,0.009093643559792187
26,2.145163288360181,0.009034965827150545
27,2.1451430031649914,0.009032152131576763
28,2.145054254511654,0.009147967127984043
29,2.1450291303501983,0.009136396518323937
30,2.1450291303501983,0.009136396518323937
31,2.144997442419468,0.009142516140949668
32,2.144997442419468,0.009142516140949668
33,2.144845354021095,0.009113402969759704
34,2.1446814408141255,0.009083017090230232
35,2.144658257577393,0.009060694046548131
36,2.144483618403107,0.008938617570554532
37,2.1444609938370855,0.008921577969440826
38,2.14445922287262,0.008923491331087923
39,2.1443549096220953,0.008881103486964583
40,2.1443549096220953,0.008881103486964583
41,2.1443549096220953,0.008881103486964583
42,2.1443549096220953,0.008881103486964583
43,2.1443549096220953,0.008881103486964583
44,2.1443173953231307,0.008855809091040017
45,2.1443173953231307,0.008855809091040017
46,2.1443173953231307,0.008855809091040017
47,2.1443173953231307,0.008855809091040017
48,2.1443173953231307,0.008855809091040017
49,2.1443173953231307,0.008855809091040017
50,2.1443173953231307,0.008855809091040017
