trial,mean_running_best_rmse,std_running_best_rmse
1,2.0124019058642544,0.20033401004459653
2,1.9086906651632023,0.07245893921792573
3,1.8898243160077532,0.05046474530244918
4,1.8785760749332403,0.02915320180659087
5,1.8767555707544468,0.028928272086982502
6,1.8707665094400148,0.02140151778411542
7,1.868853649059098,0.01931752355273973
8,1.8658687794506823,0.017059428944878476
9,1.8644334339070197,0.015379592310173723
10,1.8635276760680333,0.015124519112318364
11,1.8617532871463884,0.015521434251215329
12,1.8599434760005122,0.014976094592639363
13,1.8591266930200512,0.014538241406934186
14,1.8589855238592081,0.014467993984633238
15,1.8581978564310384,0.013819808869631082
16,1.8579592876332143,0.01387794337234211
17,1.857181594679596,0.01401723086420579
18,1.8570810477273176,0.014095364920576474
19,1.8570279809854722,0.014038175885833823
20,1.8563759852578579,0.013063648921242326
21,1.8562099487063475,0.013061656349979116
22,1.8561392697198809,0.013117627357865811
23,1.8559578180481653,0.01306375628187976
24,1.8559578180481653,0.01306375628187976
25,1.8555442398080633,0.013031714261030992
26,1.8548583509472436,0.012235508700720286
27,1.854453969769135,0.012318540923127008
28,1.8540508067549408,0.01205603309018644
29,1.8535408072077524,0.011896116350810873
30,1.8534229230981947,0.011796987592913593
31,1.853277028124873,0.011862459019007081
32,1.8531056469566443,0.01183226705800029
33,1.8530227268423436,0.011882190038030378
34,1.8530103942109748,0.01187791229552516
35,1.853005772392899,0.011879637627448852
36,1.8529986865926724,0.011875840151966185
37,1.8528809904905545,0.012001690164917261
38,1.8520260494927003,0.013019232212464591
39,1.851992076572933,0.013002697934102105
40,1.8519124955858535,0.012974538694544596
41,1.8515656309639228,0.013058243785001573
42,1.8515106601892541,0.013063589808207172
43,1.8514574209289087,0.013117276654244815
44,1.8514574209289087,0.013117276654244815
45,1.8511961340022083,0.01351403040537446
46,1.851116323336359,0.013429896287000342
47,1.8510868515885612,0.013420200083776715
48,1.850945282763491,0.013430329338264345
49,1.850945282763491,0.013430329338264345
50,1.8504959057455506,0.014103673731465058
