Metric,NestedCV_Mean,NestedCV_Std,CI95_low,CI95_high
R2,0.7937634608128573,0.008356198489883108,0.7914249387827166,0.7960472040139085
RMSE,1.836346328219034,0.027057852895833626,1.8288396392179036,1.843836094462811
MAE,1.5266537900407544,0.025731774926664206,1.519576119515435,1.5336884105570716
MAPE,0.0553397662173154,0.0009849869881667383,0.05506663809718815,0.055605887658001285
