fold,seed,n_trials,first_trial_rmse,final_rmse,trial_reaching_within_1pct_of_final,pct_improvement_in_last_quarter_of_trials
0,0,50,1.695493848309527,1.6789033429419642,1,14.633661415826829
1,1,50,3.132494010043504,1.6918490931476344,4,0.07559472664265328
2,2,50,1.6824850400976903,1.6733469002554089,1,15.408439110865544
3,3,50,1.774160115069305,1.6778396371214641,4,0.4005318714634845
4,4,50,1.8392864025996332,1.6838637160527719,11,0.0
5,5,50,2.654552133588466,1.6937210647210335,8,0.1592673005215461
6,6,50,1.767580424877669,1.6853789543440238,2,1.1345999747964155
7,7,50,1.971573250963646,1.6849824726504565,3,0.6975651336674984
8,8,50,1.7902658245242258,1.6806020230614855,12,0.0
9,9,50,1.923067803187688,1.6786897411870587,9,0.0
10,10,50,1.6804357929727658,1.66997645777654,1,0.0
11,11,50,1.8197495087901725,1.6836869188840105,2,2.3083440562929356
12,12,50,2.4818821166663603,1.68246520216608,4,0.0
13,13,50,1.742974008658186,1.6924976466848567,4,0.059828053925576954
14,14,50,1.7954780717330834,1.6857980157777466,2,0.0
15,15,50,2.438812129015962,1.6862168531345005,6,0.15830178768907485
16,16,50,1.6727137303857187,1.6661841601349032,1,0.0
17,17,50,2.413220201911989,1.6806313161214124,4,0.0
18,18,50,1.7997986396642045,1.6921959259335488,8,0.3699616330302854
19,19,50,2.7950068383225584,1.6858466448560243,3,0.0
20,20,50,1.770312860459947,1.6735640105658056,2,0.17951783278919348
21,21,50,1.7012666848052747,1.6892728273441233,1,35.26981226305036
22,22,50,1.7650918985619266,1.6811856912975578,2,0.0
23,23,50,1.7688218747186766,1.6856674656724948,2,0.0
24,24,50,1.8601848348609127,1.675486651616151,3,0.0
25,25,50,1.7127731530162151,1.6845061482094152,4,0.0
26,26,50,1.7022913196619704,1.675920015996909,11,2.126702488278698
27,27,50,1.7123820082971382,1.6751083732833336,5,0.0
28,28,50,2.1818026387117153,1.6887631305268584,12,0.16362059810471088
29,29,50,2.30878775727109,1.6796957716342042,4,0.0
30,30,50,1.7205374684117825,1.6929057031487869,7,0.05459322487302061
31,31,50,1.743742823138587,1.6866183893896878,3,0.0
32,32,50,1.6888352032346154,1.6837006633401814,1,0.0
33,33,50,1.7651485437006804,1.6831029945968434,5,0.0
34,34,50,3.630021715233118,1.6722461264806228,5,0.01998135828838693
35,35,50,2.0342120461852593,1.6747908047020963,17,0.0
36,36,50,1.8572016011448818,1.6902071840784991,5,0.598974631652206
37,37,50,1.7913631062477329,1.6735710721750674,3,0.752325081116586
38,38,50,1.7937328529005279,1.6870278647364274,3,0.7361434474949857
39,39,50,1.7618107074396225,1.6789558867253,2,0.0
40,40,50,1.6985097445132613,1.6703988960977667,2,11.30917785531038
41,41,50,1.696284781551686,1.6877818103360318,1,0.0
42,42,50,1.735220107544701,1.687130087565373,6,0.994849699856968
43,43,50,3.2549505628736357,1.683894410802504,11,0.13760172406210155
44,44,50,1.7091089552003922,1.6763679349720273,2,0.0
45,45,50,1.7113425702007796,1.6970680963188918,1,0.0
46,46,50,1.7795277876106954,1.6757037295654222,2,3.1602807033787275
47,47,50,1.7161918369915488,1.6827909962655057,2,0.0
48,48,50,3.011388860867082,1.676279368700539,4,0.0
49,49,50,1.7296031365084032,1.681653982369707,3,0.5771316116830951
