Metric,NestedCV_Mean,NestedCV_Std,CI95_low,CI95_high
R2,0.8232218370240325,0.00717295886768443,0.8212013603904909,0.8251650108937223
RMSE,1.7001052681715698,0.02229982247873391,1.693863039151966,1.7062799883074358
MAE,1.4418629808195746,0.023053785942192415,1.4354231203182226,1.448311670627455
MAPE,0.052343360439343296,0.0009074651337310723,0.052083985084917524,0.05259569562226762
