Metric,NestedCV_Mean,NestedCV_Std,CI95_low,CI95_high
R2,0.8109513208663618,0.011786504858622746,0.8074693765984533,0.8140401165389979
RMSE,1.7575391359577264,0.041784130743892096,1.7469092881370043,1.7701091290420667
MAE,1.4836479906545683,0.03476602622168008,1.4744728209540643,1.4938062975082982
MAPE,0.05378487176657473,0.001281113192975247,0.05344585993783517,0.054157148365716716
