fold,outer_r2,outer_rmse,outer_mae,outer_mape
0,0.81733748500117,1.7303683906948775,1.504329337528654,0.054406692991679516
1,0.8293814783888291,1.6784614454642655,1.435333804934002,0.052119321429787195
2,0.8026442301154999,1.7542183226078196,1.5303567583292006,0.055445681098975505
3,0.8215525892490576,1.7295751022644121,1.4961045926125982,0.05468105895754412
4,0.8259135958826846,1.696197108339036,1.4581450868194492,0.052259819686232924
5,0.8238510899914937,1.6883589913334214,1.4450798255706694,0.052129993920679955
6,0.8051121346639525,1.7162492860213991,1.4907801758239654,0.0538242242641697
7,0.8201938112815751,1.704446657320297,1.4725210758397884,0.05312812922571858
8,0.8268812488128512,1.7302041337308012,1.4984036960172709,0.0547065200746467
9,0.8214552326398373,1.7475003901033288,1.5133222711285548,0.05501367478974517
10,0.8152992738885924,1.7525427930265158,1.5214634275412737,0.0549433093152493
11,0.8132983199652365,1.7260582713608061,1.4986034156420054,0.05408707586178683
12,0.8152164776116158,1.7117385845978172,1.4773142719427617,0.053629580875556936
13,0.8246753476916691,1.7000915873334885,1.4584457435606997,0.052747029104069074
14,0.8298663069441855,1.6981480515118559,1.4674207241579138,0.05350404234514026
15,0.8129770435473088,1.7153275771058598,1.4895271160387134,0.05390743696040197
16,0.8168391583389358,1.7529012913474074,1.5227514357569207,0.05491878658326944
17,0.8202155054300724,1.7299920378911982,1.490096015407792,0.054074514519001755
18,0.8267910967567447,1.7056662444757593,1.4770418303522623,0.05343991079048472
19,0.8219085272642064,1.6826601961134064,1.440098623669619,0.05243086098037265
20,0.8060153686604024,1.7358353809021847,1.4985275496952257,0.05414195198935438
21,0.8300594085376694,1.6871853156175516,1.456084841051367,0.052741143123092304
22,0.8303918592681392,1.6868792960288808,1.4478752371887669,0.05258383280950403
23,0.8255191582904788,1.7290184452825343,1.5017438312429985,0.05447118545994912
24,0.8042137097503315,1.7517109736983707,1.520873317830685,0.055053146745541515
25,0.8275150091576764,1.7151598054013364,1.473382155141221,0.05275632782076839
26,0.8063488249709604,1.7223550184605834,1.484478666612297,0.05393084190860963
27,0.80820101375255,1.7538368893015999,1.5305033674812611,0.055388544574622854
28,0.8328261917676847,1.6743739686596881,1.440635345341076,0.052646785238150376
29,0.8201307221356651,1.7288048671836778,1.5008402220920212,0.054403591256379155
30,0.8185142999802655,1.6943443671550045,1.4626071292391376,0.05285397144438945
31,0.8249216633534209,1.7021485602013684,1.4622004889526667,0.0530093838182965
32,0.819250888534134,1.722973112224526,1.4899002614785637,0.05420009706879885
33,0.8195024869591923,1.7150728847876704,1.4868769360721985,0.05384261574344032
34,0.8162667821223781,1.7560958559235134,1.5239742038490727,0.05511432841967344
35,0.8151525867781604,1.7496019586684926,1.521687254467844,0.05510847654727418
36,0.824804254396004,1.68995184250799,1.4554785135059556,0.05252426916483245
37,0.8200841750744026,1.72841586555801,1.4847097007429142,0.05417897834875448
38,0.8217488877864105,1.676755881435436,1.4475469158382064,0.052340410591439485
39,0.8177506235023185,1.7406768154891097,1.5105295341366995,0.05463229901761397
40,0.8155295964015903,1.73923056060529,1.500641427651675,0.05460993975063502
41,0.8150415142240229,1.706795803067625,1.4879283531300604,0.053500678333876256
42,0.8211395682464228,1.7088766972056078,1.472305396271232,0.0530894338441742
43,0.8293386383036212,1.7083948453587015,1.4827194615750694,0.05403414151511197
44,0.8178048892774714,1.7221263994324532,1.476565038778831,0.05357134080336137
45,0.8372961049412254,1.6764650948837378,1.4364304091530036,0.051856523745678194
46,0.8169245812701934,1.7285812856627463,1.5046094626004125,0.05428802479955425
47,0.8255196761904581,1.7201467682101188,1.4731762692623982,0.053994119117142005
48,0.807476882548571,1.723489084280551,1.495920935299599,0.05430151696830046
49,0.8100085460891495,1.7363113940508395,1.5080714892086984,0.054317561348990344
