Metric,NestedCV_Mean,NestedCV_Std,CI95_low,CI95_high
R2,0.8195341573147297,0.00785820111343936,0.8173511638001505,0.8217216425996481
RMSE,1.7176464299977792,0.0231100809332352,1.7111489358955572,1.7240118941381144
MAE,1.4845192588713056,0.026034223328622,1.4771779719576146,1.4917420904009044
MAPE,0.053777662501836423,0.0009615169215944982,0.053505728122843134,0.05404543423475933
