trial,mean_running_best_rmse,std_running_best_rmse
1,2.020164241012578,0.43998211843807067
2,1.7865868296353598,0.15358249826965914
3,1.7413058569618658,0.08205436769324856
4,1.7203017112251155,0.029980015051613677
5,1.7153428400873871,0.024426678421132525
6,1.7131603259660215,0.024462190757290034
7,1.7110206068385219,0.02251982939535857
8,1.7093880747627452,0.020767544108037744
9,1.7073213106861704,0.017689094109128327
10,1.7061419499478763,0.016738114871713936
11,1.7045307522920807,0.01402463435314488
12,1.7019343237783386,0.011251234827224697
13,1.7003309704037144,0.009929876655473043
14,1.6997446712423823,0.010136010923386254
15,1.69879538635701,0.01033383520355857
16,1.69782964964,0.00907064336863762
17,1.6975247266121005,0.009111864201803939
18,1.6974384532951594,0.009206644886083857
19,1.6972368436167835,0.009133226753865393
20,1.6972368436167835,0.009133226753865393
21,1.696605299700376,0.008988968830555754
22,1.6961398839174222,0.008798332065425817
23,1.695721095925157,0.00853925002745945
24,1.6956530891819224,0.008518923591629876
25,1.6953667533386543,0.008457627359366737
26,1.6952652097643963,0.008373022506540295
27,1.6950909058799948,0.008479153044299062
28,1.694809324659341,0.008475280826834701
29,1.6946173053718845,0.008307474795368452
30,1.6946173053718845,0.008307474795368452
31,1.6945364555914215,0.008360182225325028
32,1.694368400594621,0.008285594599459056
33,1.6942215000579521,0.008377040108887986
34,1.6941844360611051,0.008342512818748012
35,1.6938888960386747,0.008296955910773509
36,1.6937258603364702,0.008280861416423462
37,1.6934961635485903,0.008262871700549809
38,1.6934504776219697,0.008214618296128781
39,1.6934021948407436,0.008182039603098556
40,1.6933117801886146,0.008238807853342167
41,1.6932061873448185,0.008098976558189253
42,1.6929137975934345,0.008141343414907734
43,1.6928299571489775,0.008136568869298411
44,1.6926150649441143,0.008049742684991574
45,1.6925323024953676,0.008045124519777777
46,1.6924538559975755,0.008052309315317545
47,1.6923988391795874,0.007999736509984196
48,1.6921546964990701,0.00777652837643192
49,1.692120858915471,0.007741390533019457
50,1.692120858915471,0.007741390533019457
