Metric,NestedCV_Mean,NestedCV_Std,CI95_low,CI95_high
R2,0.825728785421003,0.007264585684829063,0.8237113167115182,0.8277384520388367
RMSE,1.687963128470345,0.021808322870478816,1.6817054632643043,1.6939694892116401
MAE,1.4390160874543747,0.0236632930085563,1.4323274089726308,1.4455723729220669
MAPE,0.052197205413461435,0.0009201999589643469,0.05193602566128364,0.05245414381989391
