Metric,NestedCV_Mean,NestedCV_Std,CI95_low,CI95_high
R2,0.8175779988392152,0.007088429915159671,0.8155790286729923,0.8195194192234402
RMSE,1.7271110773674545,0.024307895666747015,1.7202551293128692,1.7337498598897736
MAE,1.4589259680219269,0.02416475411516778,1.4521514533702753,1.4657395251795096
MAPE,0.05303436599655617,0.0009616691279733052,0.05276348941491827,0.05330317683717501
