trial,mean_running_best_rmse,std_running_best_rmse
1,2.092201655515447,0.3203321395769857
2,1.902027715670087,0.12469699169989922
3,1.865395541258232,0.09246593846156788
4,1.8479674609318777,0.0547530724121742
5,1.831909022501696,0.038465473565319645
6,1.8279143996332083,0.03278185079289
7,1.8233430119822913,0.01956366730699675
8,1.8216176563577966,0.01741489650685673
9,1.8185881025231674,0.011576972967153609
10,1.8185845619988834,0.011571331776680342
11,1.8157487998080086,0.013290223626278292
12,1.8115707505449594,0.013546793970714696
13,1.8102346435055177,0.012783274232815757
14,1.8086542865056066,0.01312193232250303
15,1.8082867567714331,0.01291467494727119
16,1.807910080013882,0.013103722442984545
17,1.8073503196225296,0.01345451057835225
18,1.806740591122268,0.013579756252336
19,1.8061244668001024,0.013502547982125801
20,1.805768334239933,0.013336439234402617
21,1.805556306895982,0.013189193944138066
22,1.8044783222983583,0.013168158355825755
23,1.8042719695823366,0.013222089879893869
24,1.803856714724301,0.01330102107095058
25,1.8033184679761067,0.013439774192398812
26,1.8028111124440411,0.01295548746466296
27,1.8025436883774262,0.012500816714632367
28,1.8022563851071043,0.01235365838729386
29,1.8010567678691347,0.011731656532976328
30,1.8006637588917693,0.011434260725069924
31,1.8005443359443654,0.01129219470814944
32,1.7997828669892788,0.01110298140159097
33,1.7990644422828712,0.010974342600771708
34,1.7989714234277583,0.011118391776476489
35,1.7986422773234543,0.011000042716185356
36,1.798394154673715,0.01103590611839552
37,1.7980665987941133,0.011052312388988565
38,1.7980165537452464,0.011002444697628665
39,1.798014310374117,0.010999075285634239
40,1.797811733365608,0.011296617748690783
41,1.7977061250165718,0.011112032348463231
42,1.7972931015884377,0.010809295540509602
43,1.796809440805155,0.010661083625461453
44,1.7967581569105602,0.010622010377897227
45,1.7964801030049438,0.010552081279720427
46,1.7958287954431253,0.010442738604245798
47,1.795419390039653,0.00996095687986338
48,1.7954004406966475,0.009970840494323669
49,1.795333395026537,0.009938601030088486
50,1.7950415447215309,0.009781875265955255
