Metric,NestedCV_Mean,NestedCV_Std,CI95_low,CI95_high
R2,0.8261788395766012,0.007241112682484304,0.8241197305098126,0.8281611909202037
RMSE,1.685789123394463,0.021972107828748304,1.6796154135950336,1.6919369389397387
MAE,1.4363718427026444,0.02364299527428325,1.429757383108248,1.443047587026842
MAPE,0.0521050506768802,0.0009118971411570233,0.05184575619518388,0.05236018979627532
