Metric,NestedCV_Mean,NestedCV_Std,CI95_low,CI95_high
R2,0.8194189206793809,0.00804057093709731,0.8171913525355429,0.8216561723461776
RMSE,1.7181627497249343,0.023476021065437565,1.7115086914280708,1.7246733335927937
MAE,1.4848890311675509,0.02630750293650537,1.4774065830538015,1.4921600171492777
MAPE,0.05377214588947786,0.0009703606583831207,0.053497584709901326,0.0540397426759405
