Metric,NestedCV_Mean,NestedCV_Std,CI95_low,CI95_high
R2,0.8191012716342779,0.007319707774873684,0.8170826461456143,0.8211472507308455
RMSE,1.7197762826815346,0.020069509975386975,1.7140084636999298,1.7251357754563963
MAE,1.4793100169573343,0.022775902027916673,1.4727852332130063,1.4854836487515948
MAPE,0.053510736263591555,0.0008642019527576694,0.053264267720353115,0.053745258179105186
