fold,outer_r2,outer_rmse,outer_mae,outer_mape
0,0.819978616052717,1.717813077494436,1.4773481759095306,0.05331901633953458
1,0.8259261190789823,1.6953723212453056,1.4422954701296937,0.05226219922136678
2,0.8039258019200921,1.7485133504084043,1.5166505353785742,0.054955331128574265
3,0.819915977407256,1.7374883088428714,1.4967960425198454,0.05451263571964175
4,0.82469031247139,1.702146158404376,1.460235623460474,0.05233483267535783
5,0.821366895253906,1.7002226138155756,1.4536651158805112,0.052397546805738264
6,0.8081233670919881,1.7029386980348569,1.4684855757898547,0.052987926086976736
7,0.8204237318422772,1.7033565594433087,1.458982348889092,0.0525859933905111
8,0.8259798051234689,1.734702943097557,1.4937006471560055,0.054533286603953006
9,0.8211793606850182,1.748849912354719,1.506031503454009,0.05464205805365978
10,0.8161008182431191,1.7487359099592428,1.5056391006307654,0.05423946754561201
11,0.8132777947698662,1.7261531465370623,1.4869051236976765,0.0536205490842083
12,0.8096735935433924,1.7372220914173453,1.4972241935902808,0.05427099544762524
13,0.8265484241391623,1.6909857590184412,1.4451569737344692,0.052224130732074846
14,0.8316975264876927,1.6889843906265776,1.4545954482620895,0.05294705081757218
15,0.8133241531944512,1.7137350365889805,1.4737499574154347,0.05330430175688162
16,0.8181880771426189,1.7464345949848616,1.5085321860473453,0.054335490428040645
17,0.8201508466461351,1.7303031023298712,1.491008802592825,0.05402008530277941
18,0.8255837730501239,1.7116004523018802,1.4821429860169026,0.05359164927570278
19,0.8206316151136731,1.6886817410850883,1.4410082713667747,0.05225570685119548
20,0.8057321030160007,1.7371022935266518,1.495211492949957,0.054010177444426204
21,0.8263087301899227,1.7057022378696092,1.4584188527082909,0.05276660206379612
22,0.8273446160836013,1.70196538872366,1.4556645398395358,0.052745364065939895
23,0.8275484087491856,1.7189346083510668,1.48832190618393,0.05372282769316708
24,0.8063150241932241,1.7422853254446906,1.506661968641284,0.05452932050645154
25,0.8265044085989975,1.7201770823260114,1.470164462732858,0.0526566335727927
26,0.8057002878831445,1.7252366881790708,1.4807356198237034,0.05363017776635584
27,0.8095491098916459,1.7476624302844943,1.522153899245759,0.05499816246872851
28,0.8316439713568602,1.6802839607806357,1.4451007675225693,0.05279028505725232
29,0.8206040531358898,1.7265286697168893,1.4871009887380406,0.05374930973119676
30,0.8173553008795236,1.699745945260629,1.4482569058762267,0.05227319608816435
31,0.8248391363935138,1.7025496852029265,1.4587524242487344,0.05281392648971592
32,0.8182174781538131,1.7278915334912217,1.4913943219422463,0.05415468315354995
33,0.8189628909807251,1.717634570524877,1.4772920967180234,0.05353876925191748
34,0.8167249104318987,1.753905126980193,1.5194708484486834,0.054869555560067305
35,0.8162441642348883,1.7444283565667889,1.50683231418732,0.054443966047191504
36,0.8249416045323774,1.6892892675506626,1.4448483194510882,0.052055829968899354
37,0.8182264607216683,1.7373162970899192,1.4870314222965655,0.05418177708135302
38,0.8189230814829718,1.6899943855483288,1.4511591383832954,0.05244301978410484
39,0.8182229475383593,1.7384197518621982,1.5041689679065753,0.05423559025975448
40,0.8161667582018248,1.73622430643937,1.4956669073605295,0.05443093586319022
41,0.8127592355026749,1.7172939443512911,1.4875619975657142,0.0533579176160037
42,0.821045322865592,1.7093268597246927,1.471242804559348,0.053012231874417934
43,0.8287927629292302,1.7111248896097346,1.4747279226403884,0.053703556260920375
44,0.8186194623603635,1.71827237377848,1.4674306580093497,0.05309372555409977
45,0.8357576261474494,1.684372519610396,1.4386803514685576,0.051792680831186336
46,0.8155568654870796,1.7350261943309593,1.50123365647733,0.054141235918032396
47,0.8220315005568638,1.7372560943869209,1.48211406933126,0.054253171688738985
48,0.8072806947025609,1.7243670087563598,1.4863231889180553,0.05392668580304512
49,0.8104580552547151,1.7342561698172354,1.5016239517693524,0.0538752444481108
