Metric,NestedCV_Mean,NestedCV_Std,CI95_low,CI95_high
R2,0.8229899078305699,0.007110490336535015,0.8210118640604448,0.8249338236719957
RMSE,1.701244185400032,0.02307576935211416,1.6947044443318746,1.7075225397282383
MAE,1.445277963268026,0.023787425618826574,1.4385710352067487,1.451813701521795
MAPE,0.05249425427498726,0.0009354405529670725,0.05222803362028001,0.05274901267425884
