Metric,NestedCV_Mean,NestedCV_Std,CI95_low,CI95_high
R2,0.8249197850368521,0.007772161830389979,0.8227554680407911,0.827053896180273
RMSE,1.6918043174336084,0.023573379604381803,1.6850536914628709,1.6983250948187456
MAE,1.440323258721476,0.02486425392290347,1.4332971755400816,1.447289123095959
MAPE,0.05225210445196099,0.0009562421695993211,0.05198140824330196,0.05252077910309402
