Metric,NestedCV_Mean,NestedCV_Std,CI95_low,CI95_high
R2,0.8195426614962612,0.007857035512966709,0.817358017768729,0.821719147031628
RMSE,1.7176061049603732,0.023094854239863377,1.7111050871996631,1.723956981067843
MAE,1.4845354187262,0.0260421417937273,1.4771926506194633,1.4917477949256963
MAPE,0.0537775522281199,0.000961615903922496,0.05350449717597642,0.05404531556515359
